src,dst,,
54,24,MRVL,CTAS
54,29,MRVL,CPRT
54,31,MRVL,COST
54,41,MRVL,HON
54,45,MRVL,INTU
54,53,MRVL,MAR
54,57,MRVL,META
54,59,MRVL,MU
54,61,MRVL,MSTR
54,64,MRVL,NFLX
54,71,MRVL,PCAR
54,72,MRVL,PANW
54,83,MRVL,NOW
54,87,MRVL,TTWO
54,99,MRVL,ZS
55,1,MA,ADP
55,6,MA,AEP
55,9,MA,AAPL
55,14,MA,ADSK
55,16,MA,BKR
55,18,MA,BKNG
55,21,MA,CDW
55,23,MA,CHKP
55,24,MA,CTAS
55,26,MA,CCEP
55,27,MA,CTSH
55,29,MA,CPRT
55,32,MA,CSX
55,34,MA,DXCM
55,38,MA,FAST
55,39,MA,FTNT
55,41,MA,HON
55,43,MA,IDXX
55,45,MA,INTU
55,46,MA,ISRG
55,57,MA,META
55,60,MA,MSFT
55,64,MA,NFLX
55,70,MA,ORLY
55,72,MA,PANW
55,73,MA,PAYX
55,74,MA,PAYC
55,75,MA,PYPL
55,81,MA,ROST
55,82,MA,CRM
55,85,MA,SBUX
56,14,MELI,ADSK
56,18,MELI,BKNG
56,23,MELI,CHKP
56,29,MELI,CPRT
56,34,MELI,DXCM
56,39,MELI,FTNT
56,45,MELI,INTU
56,51,MELI,LIN
56,52,MELI,LULU
56,54,MELI,MRVL
56,57,MELI,META
56,69,MELI,ORCL
56,72,MELI,PANW
56,74,MELI,PAYC
56,75,MELI,PYPL
56,83,MELI,NOW
56,88,MELI,TSLA
56,90,MELI,TMO
56,92,MELI,TTD
56,93,MELI,VRSK
56,97,MELI,WDAY
56,99,MELI,ZS
57,0,META,ADBE
57,4,META,GOOG
57,5,META,AMZN
57,15,META,AXON
57,20,META,CDNS
57,27,META,CTSH
57,31,META,COST
57,39,META,FTNT
57,41,META,HON
57,42,META,IBM
57,46,META,ISRG
57,52,META,LULU
57,53,META,MAR
57,54,META,MRVL
57,55,META,MA
57,60,META,MSFT
57,61,META,MSTR
57,64,META,NFLX
57,75,META,PYPL
57,81,META,ROST
57,82,META,CRM
57,83,META,NOW
57,84,META,SHOP
57,85,META,SBUX
57,88,META,TSLA
57,92,META,TTD
57,95,META,V
57,96,META,WBD
57,97,META,WDAY
57,99,META,ZS
58,0,MCHP,ADBE
58,4,MCHP,GOOG
58,5,MCHP,AMZN
58,8,MCHP,ADI
58,9,MCHP,AAPL
58,11,MCHP,ASML
58,12,MCHP,AZN
58,14,MCHP,ADSK
58,17,MCHP,BIIB
58,18,MCHP,BKNG
58,19,MCHP,AVGO
58,21,MCHP,CDW
58,23,MCHP,CHKP
58,25,MCHP,CSCO
58,26,MCHP,CCEP
58,27,MCHP,CTSH
58,28,MCHP,CMCSA
58,29,MCHP,CPRT
58,30,MCHP,CSGP
58,31,MCHP,COST
58,32,MCHP,CSX
58,33,MCHP,DHR
58,35,MCHP,FANG
58,36,MCHP,EA
58,39,MCHP,FTNT
58,42,MCHP,IBM
58,43,MCHP,IDXX
58,44,MCHP,INTC
58,48,MCHP,KLAC
58,50,MCHP,LRCX
58,51,MCHP,LIN
58,52,MCHP,LULU
58,53,MCHP,MAR
58,54,MCHP,MRVL
58,55,MCHP,MA
58,57,MCHP,META
58,59,MCHP,MU
58,61,MCHP,MSTR
58,63,MCHP,MNST
58,65,MCHP,NVDA
58,66,MCHP,NXPI
58,67,MCHP,ODFL
58,68,MCHP,ON
58,70,MCHP,ORLY
58,72,MCHP,PANW
58,74,MCHP,PAYC
58,75,MCHP,PYPL
58,76,MCHP,PDD
58,78,MCHP,QCOM
58,80,MCHP,ROP
58,84,MCHP,SHOP
58,85,MCHP,SBUX
58,87,MCHP,TTWO
58,88,MCHP,TSLA
58,89,MCHP,TXN
58,95,MCHP,V
59,33,MU,DHR
59,42,MU,IBM
59,50,MU,LRCX
59,52,MU,LULU
59,57,MU,META
59,60,MU,MSFT
59,67,MU,ODFL
60,10,MSFT,AMAT
60,11,MSFT,ASML
60,20,MSFT,CDNS
60,21,MSFT,CDW
60,23,MSFT,CHKP
60,27,MSFT,CTSH
60,28,MSFT,CMCSA
60,34,MSFT,DXCM
60,44,MSFT,INTC
60,45,MSFT,INTU
60,46,MSFT,ISRG
60,54,MSFT,MRVL
60,56,MSFT,MELI
60,57,MSFT,META
60,99,MSFT,ZS
61,0,MSTR,ADBE
61,2,MSTR,AMD
61,4,MSTR,GOOG
61,15,MSTR,AXON
61,16,MSTR,BKR
61,20,MSTR,CDNS
61,28,MSTR,CMCSA
61,33,MSTR,DHR
61,35,MSTR,FANG
61,36,MSTR,EA
61,38,MSTR,FAST
61,39,MSTR,FTNT
61,46,MSTR,ISRG
61,55,MSTR,MA
61,57,MSTR,META
61,59,MSTR,MU
61,60,MSTR,MSFT
61,64,MSTR,NFLX
61,72,MSTR,PANW
61,73,MSTR,PAYX
61,75,MSTR,PYPL
61,79,MSTR,REGN
61,83,MSTR,NOW
61,84,MSTR,SHOP
61,88,MSTR,TSLA
62,2,MDLZ,AMD
62,5,MDLZ,AMZN
62,6,MDLZ,AEP
62,12,MDLZ,AZN
62,13,MDLZ,TEAM
62,26,MDLZ,CCEP
62,28,MDLZ,CMCSA
62,33,MDLZ,DHR
62,34,MDLZ,DXCM
62,35,MDLZ,FANG
62,36,MDLZ,EA
62,37,MDLZ,EXC
62,40,MDLZ,GILD
62,43,MDLZ,IDXX
62,47,MDLZ,KDP
62,49,MDLZ,KHC
62,51,MDLZ,LIN
62,52,MDLZ,LULU
62,55,MDLZ,MA
62,56,MDLZ,MELI
62,58,MDLZ,MCHP
62,60,MDLZ,MSFT
62,61,MDLZ,MSTR
62,63,MDLZ,MNST
62,65,MDLZ,NVDA
62,69,MDLZ,ORCL
62,75,MDLZ,PYPL
62,80,MDLZ,ROP
62,81,MDLZ,ROST
62,83,MDLZ,NOW
62,85,MDLZ,SBUX
62,87,MDLZ,TTWO
62,90,MDLZ,TMO
62,93,MDLZ,VRSK
63,1,MNST,ADP
63,5,MNST,AMZN
63,16,MNST,BKR
63,23,MNST,CHKP
63,26,MNST,CCEP
63,30,MNST,CSGP
63,31,MNST,COST
63,39,MNST,FTNT
63,41,MNST,HON
63,43,MNST,IDXX
63,48,MNST,KLAC
63,53,MNST,MAR
63,56,MNST,MELI
63,57,MNST,META
63,69,MNST,ORCL
63,72,MNST,PANW
63,73,MNST,PAYX
63,74,MNST,PAYC
63,81,MNST,ROST
63,83,MNST,NOW
63,84,MNST,SHOP
63,85,MNST,SBUX
63,87,MNST,TTWO
63,88,MNST,TSLA
63,91,MNST,TMUS
63,92,MNST,TTD
63,95,MNST,V
63,99,MNST,ZS
64,0,NFLX,ADBE
64,1,NFLX,ADP
64,4,NFLX,GOOG
64,5,NFLX,AMZN
64,7,NFLX,AMGN
64,14,NFLX,ADSK
64,15,NFLX,AXON
64,18,NFLX,BKNG
64,25,NFLX,CSCO
64,31,NFLX,COST
64,43,NFLX,IDXX
64,46,NFLX,ISRG
64,50,NFLX,LRCX
64,52,NFLX,LULU
64,56,NFLX,MELI
64,69,NFLX,ORCL
64,70,NFLX,ORLY
64,72,NFLX,PANW
64,75,NFLX,PYPL
64,82,NFLX,CRM
64,83,NFLX,NOW
64,87,NFLX,TTWO
64,89,NFLX,TXN
64,93,NFLX,VRSK
64,95,NFLX,V
65,1,NVDA,ADP
65,2,NVDA,AMD
65,4,NVDA,GOOG
65,5,NVDA,AMZN
65,8,NVDA,ADI
65,14,NVDA,ADSK
65,15,NVDA,AXON
65,16,NVDA,BKR
65,18,NVDA,BKNG
65,19,NVDA,AVGO
65,20,NVDA,CDNS
65,24,NVDA,CTAS
65,27,NVDA,CTSH
65,29,NVDA,CPRT
65,30,NVDA,CSGP
65,31,NVDA,COST
65,32,NVDA,CSX
65,33,NVDA,DHR
65,35,NVDA,FANG
65,36,NVDA,EA
65,42,NVDA,IBM
65,43,NVDA,IDXX
65,46,NVDA,ISRG
65,48,NVDA,KLAC
65,51,NVDA,LIN
65,52,NVDA,LULU
65,54,NVDA,MRVL
65,55,NVDA,MA
65,57,NVDA,META
65,59,NVDA,MU
65,60,NVDA,MSFT
65,61,NVDA,MSTR
65,64,NVDA,NFLX
65,66,NVDA,NXPI
65,67,NVDA,ODFL
65,69,NVDA,ORCL
65,70,NVDA,ORLY
65,71,NVDA,PCAR
65,72,NVDA,PANW
65,74,NVDA,PAYC
65,75,NVDA,PYPL
65,78,NVDA,QCOM
65,79,NVDA,REGN
65,80,NVDA,ROP
65,83,NVDA,NOW
65,86,NVDA,SNPS
65,87,NVDA,TTWO
65,89,NVDA,TXN
65,91,NVDA,TMUS
65,92,NVDA,TTD
65,93,NVDA,VRSK
65,94,NVDA,VRTX
65,99,NVDA,ZS
66,5,NXPI,AMZN
66,7,NXPI,AMGN
66,8,NXPI,ADI
66,15,NXPI,AXON
66,16,NXPI,BKR
66,23,NXPI,CHKP
66,24,NXPI,CTAS
66,29,NXPI,CPRT
66,43,NXPI,IDXX
66,63,NXPI,MNST
66,68,NXPI,ON
66,69,NXPI,ORCL
66,78,NXPI,QCOM
66,83,NXPI,NOW
66,85,NXPI,SBUX
66,89,NXPI,TXN
67,0,ODFL,ADBE
67,1,ODFL,ADP
67,4,ODFL,GOOG
67,5,ODFL,AMZN
67,9,ODFL,AAPL
67,14,ODFL,ADSK
67,16,ODFL,BKR
67,20,ODFL,CDNS
67,21,ODFL,CDW
67,25,ODFL,CSCO
67,26,ODFL,CCEP
67,29,ODFL,CPRT
67,30,ODFL,CSGP
67,31,ODFL,COST
67,32,ODFL,CSX
67,34,ODFL,DXCM
67,38,ODFL,FAST
67,41,ODFL,HON
67,43,ODFL,IDXX
67,46,ODFL,ISRG
67,51,ODFL,LIN
67,52,ODFL,LULU
67,53,ODFL,MAR
67,57,ODFL,META
67,60,ODFL,MSFT
67,63,ODFL,MNST
67,69,ODFL,ORCL
67,71,ODFL,PCAR
67,72,ODFL,PANW
67,73,ODFL,PAYX
67,75,ODFL,PYPL
67,78,ODFL,QCOM
67,80,ODFL,ROP
67,82,ODFL,CRM
67,85,ODFL,SBUX
67,86,ODFL,SNPS
67,90,ODFL,TMO
67,91,ODFL,TMUS
67,94,ODFL,VRTX
67,95,ODFL,V
67,99,ODFL,ZS
68,7,ON,AMGN
68,8,ON,ADI
68,20,ON,CDNS
68,23,ON,CHKP
68,36,ON,EA
68,39,ON,FTNT
68,45,ON,INTU
68,46,ON,ISRG
68,54,ON,MRVL
68,58,ON,MCHP
68,69,ON,ORCL
68,70,ON,ORLY
68,74,ON,PAYC
68,80,ON,ROP
68,81,ON,ROST
68,92,ON,TTD
68,93,ON,VRSK
69,7,ORCL,AMGN
69,12,ORCL,AZN
69,14,ORCL,ADSK
69,19,ORCL,AVGO
69,20,ORCL,CDNS
69,21,ORCL,CDW
69,23,ORCL,CHKP
69,25,ORCL,CSCO
69,31,ORCL,COST
69,35,ORCL,FANG
69,39,ORCL,FTNT
69,42,ORCL,IBM
69,57,ORCL,META
69,60,ORCL,MSFT
69,72,ORCL,PANW
69,78,ORCL,QCOM
69,83,ORCL,NOW
69,89,ORCL,TXN
69,94,ORCL,VRTX
69,95,ORCL,V
69,97,ORCL,WDAY
69,99,ORCL,ZS
70,0,ORLY,ADBE
70,2,ORLY,AMD
70,20,ORLY,CDNS
70,23,ORLY,CHKP
70,24,ORLY,CTAS
70,29,ORLY,CPRT
70,41,ORLY,HON
70,42,ORLY,IBM
70,45,ORLY,INTU
70,52,ORLY,LULU
70,57,ORLY,META
70,81,ORLY,ROST
70,88,ORLY,TSLA
71,5,PCAR,AMZN
71,9,PCAR,AAPL
71,23,PCAR,CHKP
71,24,PCAR,CTAS
71,29,PCAR,CPRT
71,34,PCAR,DXCM
71,41,PCAR,HON
71,48,PCAR,KLAC
71,52,PCAR,LULU
71,66,PCAR,NXPI
71,68,PCAR,ON
71,69,PCAR,ORCL
71,70,PCAR,ORLY
71,76,PCAR,PDD
71,88,PCAR,TSLA
71,89,PCAR,TXN
71,92,PCAR,TTD
71,93,PCAR,VRSK
71,94,PCAR,VRTX
72,8,PANW,ADI
72,9,PANW,AAPL
72,12,PANW,AZN
72,14,PANW,ADSK
72,23,PANW,CHKP
72,29,PANW,CPRT
72,52,PANW,LULU
72,55,PANW,MA
72,78,PANW,QCOM
72,86,PANW,SNPS
72,89,PANW,TXN
72,93,PANW,VRSK
72,97,PANW,WDAY
72,99,PANW,ZS
73,0,PAYX,ADBE
73,23,PAYX,CHKP
73,29,PAYX,CPRT
73,41,PAYX,HON
73,42,PAYX,IBM
73,45,PAYX,INTU
73,46,PAYX,ISRG
73,57,PAYX,META
73,60,PAYX,MSFT
73,71,PAYX,PCAR
73,72,PAYX,PANW
73,79,PAYX,REGN
73,88,PAYX,TSLA
73,93,PAYX,VRSK
73,99,PAYX,ZS
74,0,PAYC,ADBE
74,1,PAYC,ADP
74,7,PAYC,AMGN
74,14,PAYC,ADSK
74,18,PAYC,BKNG
74,21,PAYC,CDW
74,24,PAYC,CTAS
74,26,PAYC,CCEP
74,29,PAYC,CPRT
74,39,PAYC,FTNT
74,41,PAYC,HON
74,42,PAYC,IBM
74,43,PAYC,IDXX
74,45,PAYC,INTU
74,52,PAYC,LULU
74,53,PAYC,MAR
74,60,PAYC,MSFT
74,64,PAYC,NFLX
74,65,PAYC,NVDA
74,71,PAYC,PCAR
74,72,PAYC,PANW
74,73,PAYC,PAYX
74,83,PAYC,NOW
74,88,PAYC,TSLA
74,92,PAYC,TTD
74,97,PAYC,WDAY
74,99,PAYC,ZS
75,0,PYPL,ADBE
75,1,PYPL,ADP
75,2,PYPL,AMD
75,8,PYPL,ADI
75,11,PYPL,ASML
75,14,PYPL,ADSK
75,16,PYPL,BKR
75,18,PYPL,BKNG
75,25,PYPL,CSCO
75,28,PYPL,CMCSA
75,31,PYPL,COST
75,32,PYPL,CSX
75,33,PYPL,DHR
75,34,PYPL,DXCM
75,39,PYPL,FTNT
75,41,PYPL,HON
75,44,PYPL,INTC
75,47,PYPL,KDP
75,48,PYPL,KLAC
75,49,PYPL,KHC
75,50,PYPL,LRCX
75,54,PYPL,MRVL
75,57,PYPL,META
75,60,PYPL,MSFT
75,61,PYPL,MSTR
75,66,PYPL,NXPI
75,67,PYPL,ODFL
75,68,PYPL,ON
75,69,PYPL,ORCL
75,74,PYPL,PAYC
75,82,PYPL,CRM
75,85,PYPL,SBUX
75,86,PYPL,SNPS
75,88,PYPL,TSLA
75,92,PYPL,TTD
75,93,PYPL,VRSK
75,96,PYPL,WBD
75,97,PYPL,WDAY
76,3,PDD,GOOGL
76,5,PDD,AMZN
76,6,PDD,AEP
76,19,PDD,AVGO
76,27,PDD,CTSH
76,29,PDD,CPRT
76,31,PDD,COST
76,35,PDD,FANG
76,36,PDD,EA
76,39,PDD,FTNT
76,42,PDD,IBM
76,52,PDD,LULU
76,54,PDD,MRVL
76,56,PDD,MELI
76,57,PDD,META
76,58,PDD,MCHP
76,59,PDD,MU
76,61,PDD,MSTR
76,63,PDD,MNST
76,64,PDD,NFLX
76,72,PDD,PANW
76,80,PDD,ROP
76,84,PDD,SHOP
76,87,PDD,TTWO
76,89,PDD,TXN
76,91,PDD,TMUS
76,94,PDD,VRTX
77,0,PEP,ADBE
77,1,PEP,ADP
77,4,PEP,GOOG
77,6,PEP,AEP
77,7,PEP,AMGN
77,9,PEP,AAPL
77,17,PEP,BIIB
77,22,PEP,CHTR
77,23,PEP,CHKP
77,25,PEP,CSCO
77,26,PEP,CCEP
77,28,PEP,CMCSA
77,29,PEP,CPRT
77,31,PEP,COST
77,32,PEP,CSX
77,33,PEP,DHR
77,34,PEP,DXCM
77,35,PEP,FANG
77,36,PEP,EA
77,37,PEP,EXC
77,38,PEP,FAST
77,39,PEP,FTNT
77,40,PEP,GILD
77,41,PEP,HON
77,42,PEP,IBM
77,44,PEP,INTC
77,47,PEP,KDP
77,49,PEP,KHC
77,52,PEP,LULU
77,56,PEP,MELI
77,62,PEP,MDLZ
77,63,PEP,MNST
77,64,PEP,NFLX
77,65,PEP,NVDA
77,66,PEP,NXPI
77,68,PEP,ON
77,70,PEP,ORLY
77,79,PEP,REGN
77,80,PEP,ROP
77,83,PEP,NOW
77,84,PEP,SHOP
77,85,PEP,SBUX
77,86,PEP,SNPS
77,88,PEP,TSLA
77,89,PEP,TXN
77,90,PEP,TMO
77,93,PEP,VRSK
77,94,PEP,VRTX
77,97,PEP,WDAY
77,98,PEP,XEL
78,1,QCOM,ADP
78,17,QCOM,BIIB
78,20,QCOM,CDNS
78,30,QCOM,CSGP
78,36,QCOM,EA
78,41,QCOM,HON
78,42,QCOM,IBM
78,43,QCOM,IDXX
78,53,QCOM,MAR
78,59,QCOM,MU
78,79,QCOM,REGN
78,81,QCOM,ROST
78,82,QCOM,CRM
78,88,QCOM,TSLA
78,89,QCOM,TXN
78,92,QCOM,TTD
78,99,QCOM,ZS
79,7,REGN,AMGN
79,9,REGN,AAPL
79,11,REGN,ASML
79,12,REGN,AZN
79,16,REGN,BKR
79,17,REGN,BIIB
79,18,REGN,BKNG
79,22,REGN,CHTR
79,24,REGN,CTAS
79,26,REGN,CCEP
79,29,REGN,CPRT
79,31,REGN,COST
79,41,REGN,HON
79,43,REGN,IDXX
79,46,REGN,ISRG
79,53,REGN,MAR
79,56,REGN,MELI
79,57,REGN,META
79,61,REGN,MSTR
79,63,REGN,MNST
79,70,REGN,ORLY
79,71,REGN,PCAR
79,72,REGN,PANW
79,73,REGN,PAYX
79,74,REGN,PAYC
79,81,REGN,ROST
79,85,REGN,SBUX
79,89,REGN,TXN
79,93,REGN,VRSK
79,94,REGN,VRTX
80,0,ROP,ADBE
80,4,ROP,GOOG
80,7,ROP,AMGN
80,9,ROP,AAPL
80,13,ROP,TEAM
80,14,ROP,ADSK
80,16,ROP,BKR
80,20,ROP,CDNS
80,23,ROP,CHKP
80,24,ROP,CTAS
80,25,ROP,CSCO
80,27,ROP,CTSH
80,30,ROP,CSGP
80,31,ROP,COST
80,32,ROP,CSX
80,36,ROP,EA
80,38,ROP,FAST
80,41,ROP,HON
80,43,ROP,IDXX
80,45,ROP,INTU
80,51,ROP,LIN
80,52,ROP,LULU
80,53,ROP,MAR
80,57,ROP,META
80,60,ROP,MSFT
80,63,ROP,MNST
80,64,ROP,NFLX
80,69,ROP,ORCL
80,70,ROP,ORLY
80,82,ROP,CRM
80,83,ROP,NOW
80,84,ROP,SHOP
80,86,ROP,SNPS
80,88,ROP,TSLA
80,91,ROP,TMUS
80,92,ROP,TTD
80,93,ROP,VRSK
80,95,ROP,V
81,5,ROST,AMZN
81,12,ROST,AZN
81,21,ROST,CDW
81,26,ROST,CCEP
81,69,ROST,ORCL
81,86,ROST,SNPS
81,89,ROST,TXN
81,91,ROST,TMUS
81,97,ROST,WDAY
82,0,CRM,ADBE
82,2,CRM,AMD
82,14,CRM,ADSK
82,25,CRM,CSCO
82,27,CRM,CTSH
82,29,CRM,CPRT
82,36,CRM,EA
82,39,CRM,FTNT
82,45,CRM,INTU
82,46,CRM,ISRG
82,57,CRM,META
82,69,CRM,ORCL
82,70,CRM,ORLY
82,72,CRM,PANW
82,81,CRM,ROST
82,83,CRM,NOW
82,86,CRM,SNPS
82,90,CRM,TMO
82,97,CRM,WDAY
82,99,CRM,ZS
83,2,NOW,AMD
83,7,NOW,AMGN
83,17,NOW,BIIB
83,20,NOW,CDNS
83,25,NOW,CSCO
83,41,NOW,HON
83,42,NOW,IBM
83,45,NOW,INTU
83,53,NOW,MAR
83,54,NOW,MRVL
83,55,NOW,MA
83,60,NOW,MSFT
83,64,NOW,NFLX
83,72,NOW,PANW
83,88,NOW,TSLA
83,90,NOW,TMO
83,92,NOW,TTD
83,97,NOW,WDAY
83,99,NOW,ZS
84,0,SHOP,ADBE
84,5,SHOP,AMZN
84,9,SHOP,AAPL
84,13,SHOP,TEAM
84,15,SHOP,AXON
84,29,SHOP,CPRT
84,30,SHOP,CSGP
84,34,SHOP,DXCM
84,39,SHOP,FTNT
84,43,SHOP,IDXX
84,53,SHOP,MAR
84,55,SHOP,MA
84,56,SHOP,MELI
84,60,SHOP,MSFT
84,61,SHOP,MSTR
84,64,SHOP,NFLX
84,72,SHOP,PANW
84,74,SHOP,PAYC
84,75,SHOP,PYPL
84,82,SHOP,CRM
84,85,SHOP,SBUX
84,88,SHOP,TSLA
84,89,SHOP,TXN
84,92,SHOP,TTD
84,94,SHOP,VRTX
84,95,SHOP,V
84,97,SHOP,WDAY
84,99,SHOP,ZS
85,0,SBUX,ADBE
85,9,SBUX,AAPL
85,23,SBUX,CHKP
85,39,SBUX,FTNT
85,41,SBUX,HON
85,44,SBUX,INTC
85,45,SBUX,INTU
85,52,SBUX,LULU
85,55,SBUX,MA
85,60,SBUX,MSFT
85,69,SBUX,ORCL
85,70,SBUX,ORLY
85,72,SBUX,PANW
85,79,SBUX,REGN
85,81,SBUX,ROST
85,83,SBUX,NOW
85,84,SBUX,SHOP
86,0,SNPS,ADBE
86,2,SNPS,AMD
86,4,SNPS,GOOG
86,15,SNPS,AXON
86,23,SNPS,CHKP
86,29,SNPS,CPRT
86,45,SNPS,INTU
86,53,SNPS,MAR
86,60,SNPS,MSFT
86,70,SNPS,ORLY
86,83,SNPS,NOW
86,84,SNPS,SHOP
86,99,SNPS,ZS
87,2,TTWO,AMD
87,5,TTWO,AMZN
87,7,TTWO,AMGN
87,20,TTWO,CDNS
87,27,TTWO,CTSH
87,29,TTWO,CPRT
87,30,TTWO,CSGP
87,31,TTWO,COST
87,33,TTWO,DHR
87,34,TTWO,DXCM
87,43,TTWO,IDXX
87,53,TTWO,MAR
87,57,TTWO,META
87,64,TTWO,NFLX
87,72,TTWO,PANW
87,75,TTWO,PYPL
87,83,TTWO,NOW
87,84,TTWO,SHOP
87,85,TTWO,SBUX
87,91,TTWO,TMUS
87,92,TTWO,TTD
87,95,TTWO,V
87,99,TTWO,ZS
88,2,TSLA,AMD
88,43,TSLA,IDXX
88,52,TSLA,LULU
88,53,TSLA,MAR
88,60,TSLA,MSFT
88,64,TSLA,NFLX
88,68,TSLA,ON
88,72,TSLA,PANW
88,80,TSLA,ROP
88,95,TSLA,V
88,99,TSLA,ZS
89,8,TXN,ADI
89,15,TXN,AXON
89,23,TXN,CHKP
89,24,TXN,CTAS
89,25,TXN,CSCO
89,27,TXN,CTSH
89,41,TXN,HON
89,44,TXN,INTC
89,50,TXN,LRCX
89,53,TXN,MAR
89,57,TXN,META
89,64,TXN,NFLX
89,80,TXN,ROP
89,83,TXN,NOW
89,85,TXN,SBUX
89,99,TXN,ZS
90,1,TMO,ADP
90,14,TMO,ADSK
90,23,TMO,CHKP
90,29,TMO,CPRT
90,34,TMO,DXCM
90,41,TMO,HON
90,42,TMO,IBM
90,52,TMO,LULU
90,53,TMO,MAR
90,54,TMO,MRVL
90,55,TMO,MA
90,60,TMO,MSFT
90,70,TMO,ORLY
90,72,TMO,PANW
90,78,TMO,QCOM
90,81,TMO,ROST
90,89,TMO,TXN
90,91,TMO,TMUS
90,92,TMO,TTD
90,93,TMO,VRSK
90,99,TMO,ZS
91,1,TMUS,ADP
91,5,TMUS,AMZN
91,20,TMUS,CDNS
91,21,TMUS,CDW
91,24,TMUS,CTAS
91,26,TMUS,CCEP
91,31,TMUS,COST
91,39,TMUS,FTNT
91,41,TMUS,HON
91,45,TMUS,INTU
91,53,TMUS,MAR
91,55,TMUS,MA
91,56,TMUS,MELI
91,60,TMUS,MSFT
91,64,TMUS,NFLX
91,66,TMUS,NXPI
91,69,TMUS,ORCL
91,70,TMUS,ORLY
91,75,TMUS,PYPL
91,76,TMUS,PDD
91,84,TMUS,SHOP
91,85,TMUS,SBUX
91,88,TMUS,TSLA
91,89,TMUS,TXN
91,95,TMUS,V
91,97,TMUS,WDAY
91,99,TMUS,ZS
92,10,TTD,AMAT
92,15,TTD,AXON
92,16,TTD,BKR
92,23,TTD,CHKP
92,26,TTD,CCEP
92,27,TTD,CTSH
92,34,TTD,DXCM
92,60,TTD,MSFT
92,70,TTD,ORLY
92,72,TTD,PANW
92,85,TTD,SBUX
92,95,TTD,V
92,99,TTD,ZS
93,5,VRSK,AMZN
93,21,VRSK,CDW
93,24,VRSK,CTAS
93,27,VRSK,CTSH
93,30,VRSK,CSGP
93,39,VRSK,FTNT
93,43,VRSK,IDXX
93,59,VRSK,MU
93,75,VRSK,PYPL
93,80,VRSK,ROP
93,91,VRSK,TMUS
93,94,VRSK,VRTX
93,97,VRSK,WDAY
94,4,VRTX,GOOG
94,7,VRTX,AMGN
94,12,VRTX,AZN
94,14,VRTX,ADSK
94,15,VRTX,AXON
94,17,VRTX,BIIB
94,20,VRTX,CDNS
94,24,VRTX,CTAS
94,26,VRTX,CCEP
94,27,VRTX,CTSH
94,36,VRTX,EA
94,39,VRTX,FTNT
94,41,VRTX,HON
94,43,VRTX,IDXX
94,53,VRTX,MAR
94,55,VRTX,MA
94,57,VRTX,META
94,59,VRTX,MU
94,60,VRTX,MSFT
94,66,VRTX,NXPI
94,67,VRTX,ODFL
94,70,VRTX,ORLY
94,72,VRTX,PANW
94,80,VRTX,ROP
94,81,VRTX,ROST
94,88,VRTX,TSLA
94,89,VRTX,TXN
94,90,VRTX,TMO
94,91,VRTX,TMUS
94,95,VRTX,V
95,0,V,ADBE
95,1,V,ADP
95,8,V,ADI
95,9,V,AAPL
95,14,V,ADSK
95,19,V,AVGO
95,23,V,CHKP
95,25,V,CSCO
95,29,V,CPRT
95,30,V,CSGP
95,41,V,HON
95,42,V,IBM
95,43,V,IDXX
95,45,V,INTU
95,52,V,LULU
95,55,V,MA
95,58,V,MCHP
95,59,V,MU
95,64,V,NFLX
95,70,V,ORLY
95,72,V,PANW
95,73,V,PAYX
95,74,V,PAYC
95,75,V,PYPL
95,80,V,ROP
95,82,V,CRM
95,84,V,SHOP
95,88,V,TSLA
95,89,V,TXN
95,92,V,TTD
95,93,V,VRSK
95,99,V,ZS
96,2,WBD,AMD
96,9,WBD,AAPL
96,18,WBD,BKNG
96,20,WBD,CDNS
96,29,WBD,CPRT
96,33,WBD,DHR
96,36,WBD,EA
96,41,WBD,HON
96,55,WBD,MA
96,80,WBD,ROP
96,81,WBD,ROST
96,88,WBD,TSLA
96,89,WBD,TXN
96,97,WBD,WDAY
96,99,WBD,ZS
97,4,WDAY,GOOG
97,9,WDAY,AAPL
97,17,WDAY,BIIB
97,23,WDAY,CHKP
97,29,WDAY,CPRT
97,32,WDAY,CSX
97,36,WDAY,EA
97,53,WDAY,MAR
97,60,WDAY,MSFT
97,72,WDAY,PANW
97,81,WDAY,ROST
97,99,WDAY,ZS
98,2,XEL,AMD
98,5,XEL,AMZN
98,7,XEL,AMGN
98,9,XEL,AAPL
98,12,XEL,AZN
98,16,XEL,BKR
98,18,XEL,BKNG
98,23,XEL,CHKP
98,24,XEL,CTAS
98,26,XEL,CCEP
98,28,XEL,CMCSA
98,30,XEL,CSGP
98,32,XEL,CSX
98,33,XEL,DHR
98,35,XEL,FANG
98,38,XEL,FAST
98,40,XEL,GILD
98,42,XEL,IBM
98,43,XEL,IDXX
98,46,XEL,ISRG
98,53,XEL,MAR
98,55,XEL,MA
98,57,XEL,META
98,58,XEL,MCHP
98,61,XEL,MSTR
98,64,XEL,NFLX
98,65,XEL,NVDA
98,69,XEL,ORCL
98,74,XEL,PAYC
98,78,XEL,QCOM
98,83,XEL,NOW
98,85,XEL,SBUX
98,87,XEL,TTWO
98,89,XEL,TXN
98,91,XEL,TMUS
98,92,XEL,TTD
98,93,XEL,VRSK
98,95,XEL,V
98,99,XEL,ZS
99,9,ZS,AAPL
99,12,ZS,AZN
99,17,ZS,BIIB
99,27,ZS,CTSH
99,36,ZS,EA
99,42,ZS,IBM
99,45,ZS,INTU
